id,pcm_RMSenergy_sma_amean,pcm_RMSenergy_sma_stddev,pcm_fftMag_mfcc_sma[1]_amean,pcm_fftMag_mfcc_sma[1]_stddev,pcm_fftMag_mfcc_sma[2]_amean,pcm_fftMag_mfcc_sma[2]_stddev,pcm_fftMag_mfcc_sma[3]_amean,pcm_fftMag_mfcc_sma[3]_stddev,pcm_fftMag_mfcc_sma[4]_amean,pcm_fftMag_mfcc_sma[4]_stddev,pcm_fftMag_mfcc_sma[5]_amean,pcm_fftMag_mfcc_sma[5]_stddev,pcm_fftMag_mfcc_sma[6]_amean,pcm_fftMag_mfcc_sma[6]_stddev,pcm_fftMag_mfcc_sma[7]_amean,pcm_fftMag_mfcc_sma[7]_stddev,pcm_fftMag_mfcc_sma[8]_amean,pcm_fftMag_mfcc_sma[8]_stddev,pcm_fftMag_mfcc_sma[9]_amean,pcm_fftMag_mfcc_sma[9]_stddev,pcm_fftMag_mfcc_sma[10]_amean,pcm_fftMag_mfcc_sma[10]_stddev,pcm_fftMag_mfcc_sma[11]_amean,pcm_fftMag_mfcc_sma[11]_stddev,pcm_fftMag_mfcc_sma[12]_amean,pcm_fftMag_mfcc_sma[12]_stddev,pcm_zcr_sma_amean,pcm_zcr_sma_stddev,voiceProb_sma_amean,voiceProb_sma_stddev,F0_sma_amean,F0_sma_stddev,pcm_RMSenergy_sma_de_amean,pcm_RMSenergy_sma_de_stddev,pcm_fftMag_mfcc_sma_de[1]_amean,pcm_fftMag_mfcc_sma_de[1]_stddev,pcm_fftMag_mfcc_sma_de[2]_amean,pcm_fftMag_mfcc_sma_de[2]_stddev,pcm_fftMag_mfcc_sma_de[3]_amean,pcm_fftMag_mfcc_sma_de[3]_stddev,pcm_fftMag_mfcc_sma_de[4]_amean,pcm_fftMag_mfcc_sma_de[4]_stddev,pcm_fftMag_mfcc_sma_de[5]_amean,pcm_fftMag_mfcc_sma_de[5]_stddev,pcm_fftMag_mfcc_sma_de[6]_amean,pcm_fftMag_mfcc_sma_de[6]_stddev,pcm_fftMag_mfcc_sma_de[7]_amean,pcm_fftMag_mfcc_sma_de[7]_stddev,pcm_fftMag_mfcc_sma_de[8]_amean,pcm_fftMag_mfcc_sma_de[8]_stddev,pcm_fftMag_mfcc_sma_de[9]_amean,pcm_fftMag_mfcc_sma_de[9]_stddev,pcm_fftMag_mfcc_sma_de[10]_amean,pcm_fftMag_mfcc_sma_de[10]_stddev,pcm_fftMag_mfcc_sma_de[11]_amean,pcm_fftMag_mfcc_sma_de[11]_stddev,pcm_fftMag_mfcc_sma_de[12]_amean,pcm_fftMag_mfcc_sma_de[12]_stddev,pcm_zcr_sma_de_amean,pcm_zcr_sma_de_stddev,voiceProb_sma_de_amean,voiceProb_sma_de_stddev,F0_sma_de_amean,F0_sma_de_stddev
03-01-01-01-01-01-01,-0.5877229926452818,-0.5968048260706973,-0.3094389342929469,0.8597375728961146,1.2655415755758113,-0.9633340006493339,0.33123090021129853,0.18279963750144476,1.736198968545653,-1.3165342335294432,-0.07279588561067178,-1.0166609159726403,1.6617960089579236,-0.9282594320583699,-0.08800195224405388,-0.7333571836205977,0.3331300924142294,-1.0656206128940429,0.9676080703152488,-0.5007831106154661,1.2704670929922561,-1.6773692223526047,1.070738975361196,-0.07492038535266221,-0.17982056128237967,0.30074376562761035,0.48502602021503183,0.21589357775867604,-0.5319427570844106,-1.6241553889953342,-1.118954370755503,-0.6004685090613054,0.019044169580658406,-0.604082292509609,-0.7866157354755727,-0.43280749212450675,-0.1479952441188752,-0.780485111509473,-0.04790498379598485,-0.41582893006606075,0.5631749390891577,-0.6163641416602365,-0.36452610339446095,0.9811593355026793,0.16952346743240382,-1.6316281391055314,0.58752777280811,-0.41400280228181296,1.1747632471089557,-0.4617711719651778,-0.7183879404496423,-0.23105868253009365,-0.0012512471666147004,-0.9046450380168064,1.5091213956978116,0.1491841015718949,0.07521260344442007,-0.3454777138865633,-0.7671671417566897,0.6604956631677619,0.4196225389624379,-1.3316141872385319,-0.09811701569569332,0.19732645244614275
03-01-01-01-01-01-02,-0.4811355986788073,-0.452750864333512,1.1780150182205325,0.32781803098759515,-0.20870999117956832,0.5710408809500632,-0.18295576083513154,-0.9313210301274412,-0.6252085129760845,0.41833562402010416,0.3045365374459263,-1.257772809001564,-0.3169839740462501,-0.21587792625372496,0.5894849524573748,-0.6874859856754897,-0.3283285132834127,-0.15114483842720064,-0.6844550694565694,-0.4242085817647875,-0.5547075932665418,-0.0473821058099862,-0.7949376979261651,-0.14748118482019565,-0.04397190177529869,-1.1827098417661743,1.1127371263920471,1.471313814073895,-0.6662775476211031,0.7194604303611323,0.056838136328375546,0.14467220764700853,0.034299491428442366,-0.4019677604823206,-1.2688302713092208,0.5421110885600251,0.42045047732226526,-0.14197198969348576,-0.7016056629189321,-0.2390161853461922,0.6851574915468004,0.7861184965243588,0.410695973335387,-1.4288139547901815,0.22864656472520214,0.24112454447746215,-0.08549392911784451,-0.4788103364452222,0.18379937095325613,-0.9356060378276301,-0.3536135879010608,0.7745983633905555,-0.459299647437842,-0.3235981231877521,-0.6497668070117523,-0.15296946049784155,0.09086138427873891,-1.207806751952418,-1.6293893498266783,0.4050973076548596,1.0224441923730154,0.6518488345373619,-0.09811678135376369,0.20195238769767196
03-01-01-01-01-01-03,-0.4921777426077299,-0.4945994416626424,1.534854162369411,-0.4847297364886526,0.25257999138681164,-0.4584465486727322,0.21346339712592924,0.2778209369088776,0.5144002422070685,-1.1308427938305698,-0.4658765094060194,-0.07595624639711879,-0.9080266598063566,0.5371479712939433,1.971158100484539,0.0800719116570259,-1.0662591600573028,0.10858756027364143,0.005290126798351247,-1.393367826927973,0.12049832431650516,-1.290928313085755,-0.4071611574656018,-0.258062878120837,-0.04493725288471304,-1.4023133316114513,0.9337456270514823,1.1866301540677842,-1.108963602722358,-0.13988845829819815,-0.7362352540780784,-0.8397030620160503,-0.034020130660304425,-0.47951713075712105,1.1950499106321297,1.7291230658207928,-0.354310823036519,0.04529619018815307,0.7329769517340453,1.5519495747121528,-0.5392788797372714,0.46750957096633017,0.26540022845759187,0.2599334507281496,-0.788336775719602,-0.937619337147571,-0.8012897959032715,0.5064527761919724,-0.39783800203354086,-0.05547255543313766,1.0976988149145546,-0.8126730011318791,-0.9057017330228393,-0.8454523546942831,-0.692176191476816,-0.1911891770050037,0.16308547919272331,-0.7728719031206258,0.5438003682882744,0.9246456267027551,-0.25028239688704695,-0.27001396458837984,-0.0981169312966842,-0.7062134249583077
03-01-01-01-01-01-04,-0.5489619826801738,-0.5501551371829995,1.100878543679334,0.5689243895778864,0.12778945788181725,-0.16646905737328402,-0.18746214253163235,-1.846633936608252,-0.664967431061917,0.2642171937975169,0.27987568088779113,-1.2591030680157211,-0.419663601099155,0.16836584659104076,-0.21476810354010134,-0.95388178485587,-0.6663152951509066,-0.7073971287525087,-0.31765215275771236,-1.4203358319796089,-0.9167786791511296,0.17172392932721428,-0.8642653568136367,-0.7969279195354484,0.5715906364323693,-1.381056644902267,1.7452259428384393,1.8651924484055051,-0.5597333681544261,1.1061550077869944,0.30262668280314603,0.2909716931395436,0.047353014246649255,-0.5468269761217718,-1.9826654792399463,1.5659826832298018,0.34387082701643806,0.9164333523180294,-1.6371849019605975,0.30755781333382265,-0.0595637548355244,0.444329556945398,-1.214879189780602,-2.0361365120111348,0.3062121081030892,-0.042185256415734326,-0.24770989091523207,-1.8876769805868405,0.34110821628048166,-0.21798974971147492,0.06390052333025856,-0.6031805269006003,0.7868703517944203,0.6576234748197131,0.26308140649482314,-1.4790169950983052,0.5769964568356077,-0.43024440336730235,-1.9498549735285833,0.21675841651759079,1.5602193296719655,1.802057572032251,-0.09811716923006103,0.538388813081144
03-01-01-01-01-01-05,-0.626888473895961,-0.6361372026098823,0.21186570061018373,1.4961344319323235,0.6086035486796634,-1.031624023414671,0.6396916579641667,0.8602839697965818,1.0958155782269352,-1.1306073421438083,0.945749502106365,0.3226215755718993,0.9500078690243086,-1.3334617519261698,1.103525890170994,-0.13980777939489927,0.6318027412690865,-0.702598827277651,0.6545585990778184,-0.5321588456997189,0.7240337311026218,-1.4528130032678297,0.33066470492898986,-1.2357938751863484,0.38195955515787,-0.6980424568874551,-0.8347463278986892,-0.6255600196334701,-0.9628017046511137,-1.328922194203873,-1.098678678067069,-0.827724337686698,-0.03708597853763123,-0.647330641804908,0.36694558334353805,0.4907550587271142,-0.200069839676085,-0.25077758898510105,0.294410315255269,-0.18147196507640023,-0.36281668451898863,-1.2748466571698365,0.04859332889119314,1.5785899767000993,0.7221838081486764,-1.113945891013424,0.4017426495928917,0.47226594467825816,-0.2741759889348806,0.5605127701880502,1.028087602696837,-0.4567287891319056,0.21093605355933137,-0.29307849877102526,-0.5730065867792422,-0.4909618387021639,0.2533869946852995,-0.6546512678918471,0.6047139944403986,1.2242706798659038,-0.18757344613476257,-1.4244885664373037,-0.09811729044140395,-1.3405023547458503
03-01-01-01-01-01-06,-0.5995214122621068,-0.6124608140937687,-1.0415912380354695,0.46335224671975145,-0.6023617825490473,0.8815759884507078,-0.06505538251444207,-0.27409333928050544,0.01474591289016747,-0.22224597634158366,-0.7198958198482779,0.0070505609837210525,0.3340983728555686,0.6626478234455976,0.05193623606922736,-1.7839381675238697,0.1477876249306408,0.019533185895139693,-1.116316868240615,-0.22899188922949937,-0.7986085537879463,-0.3665303379971841,-1.633270368948966,0.9945661091994976,-1.0085510835870584,-0.06472180263412765,0.01881224076425313,-0.32301093782238754,0.5604708981037347,0.4470281161333961,0.36217170902327245,0.3287902776541149,0.04310668754675064,-0.6392204200874559,-2.0136598941233,0.41215619912230606,-0.07266585249241599,1.5225205823099157,-1.28408703987756,0.2581495418246906,0.24670209745470242,0.8344550674724407,-0.8480790793181191,-1.2464640465702892,0.44250840949899856,-0.1679341590494897,-0.8958929312462199,-1.6715661424572725,0.19578367496766805,1.514911351166737,-0.01210692438568302,-1.3641281958117848,0.13410437567022127,0.41482290723776405,-0.13141783722969502,-0.10946879955526337,0.18399788515058757,-0.6962182962913587,-1.7658080384130612,0.46617424422829046,1.3291266495724396,0.6118331244527278,-0.09811695158836085,0.15464216333425976
03-01-01-01-01-01-07,-0.5649864656521412,-0.5915169998585629,0.6827597254055637,1.4938453226184853,0.6078768957535698,-1.2494275246999618,1.2451228785060036,0.3769306338934184,0.601188143150911,0.0684812727241307,-0.04982446864692708,0.643045362998368,-0.4391399723386659,0.16037884042041367,1.5205684372540664,-1.745175845082522,0.4998534576377521,-0.8782304104149078,-0.3155673391005142,-1.0446933311684927,0.48963404180404485,-1.244660221506206,1.362273790169078,-1.306861270980501,-1.0227116273539754,-0.04690919786242829,-0.7761523794658918,-0.8120179989605453,-0.8469485020195073,-1.121640092939056,-1.0999469161160675,-1.2342152716601282,-0.2999021469895052,-0.6089550853936802,1.8066255913442921,-0.034358400027253155,1.0798909351738852,-0.8971490852965366,-0.7427041775334098,-0.31770105987596836,1.417405024348696,0.46471915745166675,0.1324461428292923,-0.8230726100739328,2.201909165429518,-0.734407111718265,-0.3652388065933893,-0.5646831766867896,-0.7837396359259684,-0.3463333991185208,-0.15880196115576897,-0.741041300583223,1.066857840255322,-0.9978282050034479,-1.0650374468868793,-1.132378785942035,1.00405132497547,-0.494177497891178,-0.4458538464079004,-1.5990252159056766,-0.895221013075236,-1.1688689011501001,-0.0981170838434039,-1.0234127293567625
03-01-01-01-01-01-08,-0.5814206087651712,-0.601627223015285,0.2939856024910213,-0.889207458763452,0.7810310809489847,0.7833578563255965,1.275415019267744,-0.3625057450821378,-0.20748527424056856,1.1191691236620707,1.3299872677360522,-1.2678690759165951,-0.2771254510566799,2.012267829899829,0.5149250700870119,-0.4052638759009527,-0.4779739261980473,0.582593626445719,-0.0024351435263016215,-0.17442076561920938,-0.4096113630211961,1.1517425325056176,-0.21007638148066193,0.4407941838451373,0.8671437862522169,-1.3050186320385966,-1.4190367356061562,-1.349660539569618,0.09976167011811188,0.25188615682301574,0.26700945386068475,0.13525189042732308,-0.03043340004112338,-0.6183926529328182,0.5091814838665214,-0.7422619562738152,0.4639473701725379,0.16007346172851214,0.7299808008286707,-0.5785398974556923,0.06257825351814021,0.9926580512325099,-0.19841758609169605,-1.002733211986607,-0.3004895456050251,0.451783286212526,-1.4740251869230239,-1.3762746706562752,-0.2481311394916035,-0.9854333073227791,-0.7341203333381365,1.2077100027974639,-0.1713812971407349,0.03856808655739192,-0.781889698309257,0.09995495852988215,-1.1726813579524749,-0.5789792439018918,0.8927763718931424,-1.0146364116263604,-0.22173198028438088,0.35360564774909586,-0.09811708976929177,-0.10513047123154305
03-01-01-01-01-01-09,-0.6530514616129869,-0.670897913995711,1.416719679618454,-0.5419693095551933,1.640601406346188,-1.1763498515589201,2.645525244517726,-1.4238522474655622,2.195838792848655,-1.2572466244464062,1.5668275255381903,-0.05923126945398725,1.698624069060894,-0.5256120210229525,2.450344703596383,0.3530621445431849,1.9710432262411,-0.8566202880127688,0.40519570806410615,-0.5705271734472638,2.420125812797954,-1.2011816528026533,1.7297742658705884,-0.9572729264096103,1.2134425204610653,-0.4624611827739702,-1.7295406619940816,-1.2617560954268956,0.5019750092970852,-0.2697352758192275,0.23952065726857288,1.1852268658748986,-0.05550245470645084,-0.6949430451676041,0.41920520388987853,-0.5323639715843225,0.044588081098463794,-0.6693658498296963,-1.8744857154214891,-1.1496498675950202,-2.059562714105191,-0.42283427803141393,-1.9338134071336945,0.12211895297545254,-1.6438039061626974,-1.7251413931071453,-3.480094396619579,-1.1922018428018468,-1.456884955413118,-1.1263956606442365,-2.305983065238553,-1.6559910756993101,-1.3180964347603643,-1.133391190321138,-1.381301150941792,-1.6877640762354555,-1.2840432094438043,-0.6654236387457447,1.035288369527911,-2.4537351176052766,-3.975400552264241,-0.01097868098134227,-0.09811603792419381,1.6645574002523922
03-01-01-01-01-01-10,-0.2769458329151316,-0.3070619503079157,1.168363802151394,-0.5377541910255745,0.20618664645491894,-1.133591375702768,-0.21943683871322675,0.3885880627255617,0.003996769869066012,-1.2423457178298232,-0.6101949315815728,0.44297350386743833,-0.24934690468375234,-0.4006634139964456,-0.48862665053039483,0.907862438315928,0.24924185020500542,-0.10041430945678839,-1.1900096853465267,1.4081707199158024,-0.6426282385099219,0.6371206262724751,0.013969753738814395,0.5196629652702095,-0.8873761142280192,0.4439737747567681,-0.7224171616957703,-1.0094935377679004,0.8237183889553094,1.1170980752789461,0.7323643437675668,0.34521085306803784,-0.033182503400909606,-0.28432237161626717,0.30194669998712054,-0.41666628416287493,0.11497683029616695,-1.3408235623443359,0.5903052163081424,0.5318569519028228,0.2852768774437251,-0.4559214838949778,1.2706755818089193,0.20425484977503192,0.5253567508958092,-0.7096559995334857,0.4083891102553701,-0.8549454923975047,0.5265650878091847,1.4819934827670707,0.6062812230575233,0.15707139491910735,0.8641539455301378,0.9480016006893992,1.080358715790615,-0.8624061654996403,0.17593195347337043,-0.6427570880787338,0.324298179708173,-1.2492252293051864,-0.04048781774424184,0.9631003466234013,-0.09811692770523699,0.2114495928269455
